collection,title,date,description,type,spatial,subject,source,identifier,file
NYS Teachers' Association,1890? (S0045_13),1890?,"N. Y. S. Teachers' Association

psychology, pedagogy, history of education, methods, observation of model teaching and actual practice in teaching. It had a succession of remarkably able principals. Page, Perkins, Woolworth, Cochran, Arey, Alden and Waterbury, each of whom left his impress upon the education of his time. On the death of the last Dr. Wm. J. Mime was elected principal, and accepted on condition that the school be made a normal college, doing purely professional work. Consequently,...",Text,,N.Y.S. Teachers Association Proceedings; 1890s,NYS Teachers' Association Proceedings,S0045_13,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0689.jpeg
NYS Teachers' Association,"Undated — Fort William Henry Hotel, Fort Edward, N.Y. (S0046-18)",Undated,"```
C.V. Cobb Jan. '84

PROCEEDINGS
OF THE
THIRTY-EIGHTH ANNUAL MEETING
OF THE
NEW YORK STATE
TEACHERS' ASSOCIATION
HELD IN THE PARLORS OF THE
FORT WILLIAM HENRY HOTEL,
AT
LAKE GEORGE, N. Y., JULY 5, 6 AND 7, 1883

FORT EDWARD, N. Y.:
ADVERTISER STEAM JOB PRINTING HOUSE,
1883.
```",Text,"Fort William Henry Hotel, Fort Edward, N.Y.","Proceedings of the Thirty-Eighth Annual Meeting of the New York State Teachers' Association; Fort William Henry Hotel, Fort Edward, N.Y.",NYS Teachers' Association Proceedings,S0046-18,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0726.jpeg
NYS Teachers' Association,"1884? — Baldwin Street, Elmira, N.Y. (S0046-19)",1884?,"PROCEEDINGS  
OF THE  
THIRTY-NINTH ANNUAL MEETING  
OF THE  
NEW YORK STATE  
Teachers' Association.  
HELD IN THE  
Baldwin Street  
M.E. CHURCH  
AT  
ELMIRA, N.Y.,  
JULY 9, 10 AND 11, 1884  

[illegible]  
F. WARD, N.Y.  
ADVERTISING AND PRINTING HOUSE.  ",Text,"Baldwin Street, Elmira, N.Y.","Proceedings of the New York State Teachers' Association; 1880s; Baldwin Street, Elmira, N.Y.",NYS Teachers' Association Proceedings,S0046-19,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0727.jpeg
NYS Teachers' Association,1885? (S0047),1885?,"S293
NYSTA

1885

Proceedings of
the 40th Annual
meeting.",Text,,Proceedings of the 40th Annual Meeting; 1880s,NYS Teachers' Association Proceedings,S0047,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0728.jpeg
NYS Teachers' Association,1887? — Elizabethtown (S0047-002),1887?,"New York State Teachers' Association.  
PROCEEDINGS  
OF THE  
FORTY-SECOND ANNUAL MEETING,  
HELD AT ELIZABETHTOWN,  
JULY 6TH, 7TH AND 8TH, 1887.  

[stamp: New York State Teachers' Association]  
[illegible]  
47",Text,Elizabethtown,New York State Teachers' Association Proceedings; 1880s; Elizabethtown,NYS Teachers' Association Proceedings,S0047-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0729.jpeg
NYS Teachers' Association,"1887 — Elizabethtown, New York (S0048)",1887,"NEW YORK STATE TEACHERS' ASSOCIATION.*

PROCEEDINGS OF THE FORTY-SECOND ANNUAL MEETING, HELD AT ELIZABETHTOWN, JULY 6, 7 AND 8, 1887.

The forty-second annual meeting of the New York State Teachers' Association was held at the court house in the village of Elizabethtown, Essex county, on the 6th, 7th and 8th days of July, 1887.

The following officers of the association were present:
President, George Griffith, New Paltz; vice-presidents, Miss E. S. Hanaway, New York, H. D. Nottingham, Manlius; ...",Text,"Elizabethtown, New York","Proceedings of the New York State Teachers Association; 1880s; Elizabethtown, New York",NYS Teachers' Association Proceedings,S0048,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0730.jpeg
NYS Teachers' Association,"1891 — Saratoga Springs, N.Y. (S0051)",1891,"PROCEEDINGS  
OF THE  
FORTY-SIXTH ANNUAL MEETING  
OF THE  
NEW YORK STATE TEACHERS' ASSOCIATION,  
HELD AT  
Saratoga Springs, N.Y., July 6, 7 and 8, 1891.  

[hand holding page, index finger pointing to text]  

ALBANY:  
JAMES B. LYON, STATE PRINTER  
1891.  ",Text,"Saratoga Springs, N.Y.","Proceedings of the Forty-sixth Annual Meeting of the New York State Teachers' Association; 1890s; Saratoga Springs, N.Y.",NYS Teachers' Association Proceedings,S0051,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0774.jpeg
NYS Teachers' Association,"1895 — Syracuse, New York (S0054)",1895,"```plaintext
DEPARTMENT OF PUBLIC INSTRUCTION

34

was of those who, before the dawning of a better day, watch the flushing
east and the paling star.

Announcements were here made at this point by the president,
concerning the session of the New York State Art Teachers' Association in the
afternoon, and by transportation Agent Cooper concerning rates and routes
to the national educational meeting at Asbury Park.

PRESIDENT HARDY:—Not long ago one of our commissioners of
education of the City of ...",Text,"Syracuse, New York","Department of Public Instruction document; 1890s; Syracuse, New York",NYS Teachers' Association Proceedings,S0054,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0792.jpeg
NYS Teachers' Association,"1897 — Rochester, N.Y. and New York City (S0054-018)",1897,"PROCEEDINGS  
OF THE  
New York State Teachers Association  

FIFTY-FIRST ANNUAL MEETING  
AT  
ROCHESTER, N. Y.,  
July 6 and 7, 1896.  

FIFTY-SECOND ANNUAL MEETING  
AT  
THE  
NORMAL COLLEGE, NEW YORK CITY,  
June 30 and July 1, 2, 3, 1897.  

WYNKOOP HALENBECK CRAWFORD CO.  
STATE PRINTERS,  
NEW YORK AND ALBANY.  
1898.  

[stamp: New York State Teachers Association]",Text,"Rochester, N.Y. and New York City","Proceedings of the New York State Teachers Association; 1890s; Rochester, N.Y. and New York City",NYS Teachers' Association Proceedings,S0054-018,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0795.jpeg
NYS Teachers' Association,1895? (S0054-16),1895?,"```
STATE TEACHER'S ASSOCIATION

PROGRAM.

Monday Evening, July 1, 1895, 7.45 o'clock.

Preliminary meeting for organization.
Addresses of welcome to the Association—
Hon. Jacob Amos, Mayor of Syracuse.
Chancellor James R. Day, Syracuse University.
Rev. L. M. Clarke, Park Presbyterian Church.
A. B. Blodgett, Superintendent Syracuse Schools.
Response by the President.

Annual Educational address—
President J. G. Schurman, Cornell University.

Tuesday Morning, July 2, 9.30 o'clock.

Business meeti...",Text,,Meeting Program for the New York State Teachers Association; 1890s,NYS Teachers' Association Proceedings,S0054-16,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0793.jpeg
NYS Teachers' Association,"1898 — Rochester, N.Y. (S0056)",1898,"PROCEEDINGS:::
OF THE
New York State...
Teachers' Association
FIFTY-THIRD ANNUAL MEETING
AT
ROCHESTER, N. Y.,
July 5th, 6th and 7th, 1898.

GENERAL MEETINGS:
Central Church, corner Sophia and Church Streets.

SECTION MEETINGS:
Monroe County Court House.

[stamp: New York State Teachers' Association]",Text,"Rochester, N.Y.","New York State Teachers' Association Proceedings; 1890s; Rochester, N.Y.",NYS Teachers' Association Proceedings,S0056,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0809.jpeg
NYS Teachers' Association,1896 — New York City (S0021-003),1896,"**New York State Teachers' Association**

**OFFICERS, 1896-1897.**

**PRESIDENT.**
CHARLES E. WHITE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ...",Text,New York City,New York State Teachers Association Officers List; 1890s; New York City,NYS Teachers' Association Proceedings,S0021-003,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3363.jpeg
NYS Teachers' Association,Undated (S0026),Undated,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,,National Summer School Advertisement,NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3378.jpeg
NYS Teachers' Association,Undated — New York State (S0026),Undated,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,New York State,National Summer School Advertisement; New York State,NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3385.jpeg
NYS Teachers' Association,Undated (S0026-06),Undated,"[Page from a historical document, likely a yearbook or directory of the New York State Teachers Association, featuring four black-and-white portraits of men with accompanying text.]

---

**NEW YORK STATE TEACHERS ASSOCIATION**

---

**George H. Walden, Rochester, N.Y.**  
State Executive Committee.

---

**John T. Nicholson, Secretary Local Committee.**

---

**Alfred T. Schaeffer, Assistant Superintendent of Schools, Chairman Committee on Music.**

---

**Warren B. Greenison, Principal Erasmus...",Text,,New York State Teachers Association Members,NYS Teachers' Association Proceedings,S0026-06,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3384.jpeg
NYS Teachers' Association,"Undated — Rochester, New York (S0034)",Undated,"```
The New York State Teachers' Association

THE ORGANIZATION IN BRIEF

1. MEMBERSHIP—Anyone actively engaged in teaching in New York, whether in public or private schools, is eligible to active membership.

2. DUES—Annual dues are based on salary received. This includes your subscription to New York State Education.

3. REPRESENTATIVE ASSEMBLY—This is the legislative body of the N. Y. S. T. A. It is composed of delegates representing affiliated local units. It meets annually in connection with...",Text,"Rochester, New York","New York State Teachers' Association Organization Details; Rochester, New York",NYS Teachers' Association Proceedings,S0034,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0627.jpeg
NYS Teachers' Association,1926? (S0034-005),1926?,"The New York State Teachers' Association

Delegates has adopted a zoning system whereby the State is divided into seven zones or districts. These districts and the meetings for the present year are as follows:

Northern District
Franklin and St. Lawrence Counties
Meeting place POTSDAM on Thursday and Friday, October 7-8, 1926.
Officers: President, Carlos S. Blood, District Superintendent of Schools, Hurlbuton; Vice-President, Gertrude E. Hyde, District Superintendent of Schools, Mora; Secretary-...",Text,,New York State Teachers' Association District Meetings; 1920s,NYS Teachers' Association Proceedings,S0034-005,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0631.jpeg
NYS Teachers' Association,Undated (S0036-019),Undated,"New York State Teachers' Association

Membership in a strong, active, efficient organization of the workers in our branch of professional service is a source of inspiration and of a feeling of independence. Every teacher worthy of the name wants to do her everyday class-room work just as well as it can be done, and attendance at Association meetings will help her do it.

The teacher also desires to participate in more general community and civic activities. The Association affords a medium throu...",Text,,New York State Teachers Association Membership Information,NYS Teachers' Association Proceedings,S0036-019,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0662.jpeg
NYS Teachers' Association,1900? (S0043-002),1900?,"OFFICERS 1900.

President,  
JOHN T. NICHOLSON, 509 West 146th St., New York.

Vice-Presidents,  
HERBERT J. PEASE, Utica.  
MARY A. MAGOVERN, New York.  
D. L. BATCHELLER, Buffalo.  
S. McKEE SMITH, Chatham.

Secretary,  
RICHARD A. SEARING, 478 Alexander St., Rochester.

Assistant Secretary,  
BENJAMIN VEIT, 173 E. 95th St., New York.

Treasurer,  
W. H. BENEDICT, Elmira.

Assistant Treasurer,  
JOHN C. CHASE, Saratoga Springs.

Transportation Agent,  
JAMES H. MCINNES, Brooklyn.

Superintende...",Text,,New York State Teachers' Meeting Officers 1900; 1900s,NYS Teachers' Association Proceedings,S0043-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0665.jpeg
NYS Teachers' Association,"1901? — Buffalo, New York (S0043-018)",1901?,"NEW YORK STATE TEACHERS' ASSOCIATION

FIFTY-SIXTH ANNUAL MEETING AT BUFFALO, JULY 5 AND 6

OFFICERS, 1900-1901.

President.
JOHN T. NICHOLSON, New York.

Vice-Presidents.
F. J. SAGENDORPH, Hudson.
ADA GATES, Buffalo.
JOHN DWYER, New York.
ELLA M. DEWITT, Johnstown.

Secretary.
RICHARD A. SEARING, Rochester.

Assistant Secretary.
BENJAMIN VEIT, New York.

Treasurer.
W. H. BENEDICT, Elmira.

Assistant Treasurer.
JOHN C. CHASE, Saratoga Springs.

Transportation Agent.
JAMES H. MCINNESS, Brooklyn.

...",Text,"Buffalo, New York","New York State Teachers Association Officers List; 1900s; Buffalo, New York",NYS Teachers' Association Proceedings,S0043-018,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0674.jpeg
NYS Teachers' Association,"1901 — Buffalo, New York (S0044_3)",1901,"NEW YORK STATE TEACHERS' ASSOCIATION

FIFTY-SIXTH ANNUAL MEETING AT BUFFALO, JULY 5 AND 6, 1901

OFFICERS, 1900-1901.

President.
JOHN T. NICHOLSON, New York.

Vice-Presidents.
F. J. SAGENDORPH, Hudson.
ADA GATES, Buffalo.
JOHN DWYER, New York.
ELLA M. DEWITT, Johnstown.

Secretary.
RICHARD A. SEARING, Rochester.

Assistant Secretary.
BENJAMIN VEIT, New York.

Treasurer.
W. H. BENEDICT, Elmira.

Assistant Treasurer.
JOHN C. CHASE, Saratoga Springs.

Transportation Agent.
JAMES H. MCINNESS, Brook...",Text,"Buffalo, New York","New York State Teachers' Association Officers List; 1900s; Buffalo, New York",NYS Teachers' Association Proceedings,S0044_3,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0676.jpeg
NYS Teachers' Association,1892 (s0020-002),1892,"New York State Teachers' Association  
OFFICERS, 1892-93-94.  

President.  
George E. Hardy, Grammar School, No. 82, 1st Ave. and 70th St., N. Y.  

Vice-Presidents.  
S. G. Williams, Wayland E. Stearns, Mrs. J. F. Hopkins, Jennie B. Brook, Cornell University, Mohawk, Brooklyn, Elmira, Cortland, Hamilton.  

Secretary.  
WELLAND HENDRICK.  

Assistant Secretary.  
C. H. VAN TUYL.  

Transportation Agent.  
ARTHUR COOPER, 3 East 14th St., New York.  

Treasurer.  
PERCY I. BUGBEE.  

Superintend...",Text,,New York State Teachers' Association Officers List; 1890s,NYS Teachers' Association Proceedings,s0020-002,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3358.jpeg
NYS Teachers' Association,"1927? — Utica (event), Albany (publisher) (AG005)",1927?,"New York State Teachers
DISTRICT OFFICERS AND MEETINGS

NORTHERN DISTRICT
Franklin and St. Lawrence Counties
Meeting Place, Potsdam, Thursday and Friday, October 6-7, 1927

OFFICERS
President, Gertrude E. Hyde, District Superintendent of Schools, Moira; Vice-President, Arthur J. Laidlaw, Superintendent of Schools, Ogdensburg; Secretary-Treasurer, Charles Van Housen, Principal Senior High School, Potsdam Normal School.

CENTRAL DISTRICT
Cayuga, Hamilton, Herkimer, Jefferson, Lewis, Madison, Oneid...",Text,Utica,Pamphlet: 'Where Do We Stand: An Address' before the New York State Teachers' Association (1855); 1920s; Utica,NYS Teachers' Association Advocacy Materials,AG005,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0654.jpeg
NYS Teachers' Association,1855 (S0014_005),1855,"```
Where Do We Stand:

AN ADDRESS

BY THE
New York State Teachers' Association,

AT

UTICA, THURSDAY, AUGUST 2, 1855.

BY DAVID B. SCOTT, A.M.

PUBLISHED BY ORDER OF THE ASSOCIATION.
WILLIAM H. BOWEN, PUBLISHING AGENT.
ALBANY.
1855.
```",Text,,Address by David R. Scott for New York State Teachers' Association; 1850s,NYS Teachers' Association Proceedings,S0014_005,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3337.jpeg
NYS Teachers' Association,Undated (S0034_3),Undated,"The New York State Teachers' Association

5. It defeated the bill which had for its object the taking away from rural teachers the quotas of their expenses in attending conferences.

6. It secured the abolition of the military training law.

7. It defeated the bill which was intended to place the power of appointing and fixing teachers' salaries by other authorities than Boards of Education.

8. It favored the law recently passed providing eight annual increments for teachers in the kindergarten...",Text,,New York State Teachers' Association Proposal,NYS Teachers' Association Proceedings,S0034_3,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0629.jpeg
NYS Teachers' Association,Undated (S0050),Undated,"```
STATE TEACHERS' ASSOCIATION. 47

TUESDAY EVENING.

Hon. ANDREW S. DRAPER addressed the Association on the

ORIGIN AND DEVELOPMENT OF THE NEW YORK COMMON SCHOOL SYSTEM.

MR. PRESIDENT AND LADIES AND GENTLEMEN OF THE NEW YORK STATE TEACHERS' ASSOCIATION: If we are loyal sons and daughters of the Empire State, we know what are commonly considered the leading facts in her history. We can recount the chief and prominent incidents in her first settlement, and her wonderful development from the tim...",Text,,Address by Andrew S. Draper to the New York State Teachers' Association,NYS Teachers' Association Proceedings,S0050,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0771.jpeg
NYS Teachers' Association,1927? — New York State Teachers' Association history notes (AG006),1927?,"State Teachers' Association
OFFICERS AND MEETINGS.

WESTERN DISTRICT
Cattaraugus, Chautauqua, Erie, Genesee and Niagara Counties
Meeting Place, Buffalo, Friday and Saturday, November 4-5, 1927

OFFICERS
President, Harry W. Rockwell, Principal, State Normal School, Buffalo;
Vice-President, Roy B. Kelley, Superintendent of Schools, Lockport;
Secretary-Treasurer, Frances Hickok, Niagara Falls.

SOUTHEASTERN DISTRICT
Nassau, Orange, Putnam, Rockland, Suffolk, Sullivan and Westchester Counties
Meetin...",Text,New York State Teachers' Association history notes,Typed excerpt: history of the New York State Teachers' Association (c. 19th century); 1920s; New York State Teachers' Association history notes,NYS Teachers' Association Advocacy Materials,AG006,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0655.jpeg
NYS Teachers' Association,"Undated — New York, N.Y. (S0026)",Undated,"```
19
NEW YORK STATE TEACHERS' ASSOCIATION.

National Summer School
GLENS FALLS, N.Y.

Beginning July 20th, 1897.

CIRCULARS will be sent free to any one on application. They will also be found at the Meeting of the State Teachers' Association. Excursion fare from New York to Glens Falls and return will be $8.88. The same for Niagara Falls or Buffalo, $13.85.

The work of this school embraces a Department of Professional Training with such instructors as Dr. Richard G. Aldrich, Dr. Edgar C. Boo...",Text,"New York, N.Y.","National Summer School Advertisement; New York, N.Y.",NYS Teachers' Association Proceedings,S0026,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3382.jpeg
NYS Teachers' Association,"Undated — New York, New York (S0026-04)",Undated,"```
NEW YORK STATE TEACHERS' ASSOCIATION

RANDOLPH, Mass., April 19, 1857.

TO THE NEW YORK STATE TEACHERS' ASSOCIATION:

It would give me great pleasure to contribute something of more value, but my time is so occupied at present, that I must confine myself to the earnest expression of my interest in your work. Please accept my best wishes for continued success and prosperity.

Yours very sincerely,

MARY E. WILKINS.

---

THE TALLY-HO TRIP

Will afford splendid opportunity even to New Yorkers ...",Text,"New York, New York","New York State Teachers Association Newsletter; New York, New York",NYS Teachers' Association Proceedings,S0026-04,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3381.jpeg
NYS Teachers' Association,"Undated — New York, New York (S0026-13)",Undated,"[Page 31 of the New York State Teachers Association publication]

H.C.F. KOCH & CO.,
125th Street, Bet. Lenox & 7th Ave.
UPPER NEW YORK.
The largest Department Store in
64 Separate and Distinct Departments
all under One Roof

Are now offering Exceptional Value in
LADIES', MISSSES AND CHILDREN'S
SUITS, SHIRT WAISTS, UNDERWEAR,
HOSIERY AND UNDERWEAR, BOOTS AND SHOES, MEN'S OUTFITTING, Etc., Etc.

Silk Lawn and Organic
Silk, Lisie and Cotton
Fine Muslin and Cambrie

[stamp: New York State Teachers ...",Text,"New York, New York","Advertisements from a New York State Teachers Association publication; New York, New York",NYS Teachers' Association Proceedings,S0026-13,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_3391.jpeg
NYS Teachers' Association,1941 (S0031_001),1941,"The image provided is a typed document, not a handwritten one. Therefore, it does not require transcription in the style of 19th-century American handwriting. However, I can provide a transcription of the typed text as it appears in the image:

---

**September 19, 1941**

Mr. John C. Malloch  
District Superintendent of Schools  
Churchville, New York  

My dear John;

When and if we get around to preparing a history of the New York State Teachers Association we shall need all the documentary m...",Text,,Letter regarding history of New York State Teachers Association; 1940s,NYS Teachers' Association Proceedings,S0031_001,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0619.jpeg
NYS Teachers' Association,Undated (S0042),Undated,"[handwritten:]  
5293  
NYSTA  
History  
Proceedings  
Bound Volume  
1900-03  ",Text,,NYSTA History Proceedings Bound Volume 1900-03,NYS Teachers' Association Proceedings,S0042,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0663.jpeg
NYS Teachers' Association,1905 (S0045_04),1905,"S 293  
NYSTA  
History  

Proceedings  
Bound Volume  

1905-6  

[stamp: NYSTA History Proceedings]",Text,,NYSTA History Proceedings Bound Volume; 1900s,NYS Teachers' Association Proceedings,S0045_04,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0683.jpeg
NYS Teachers' Association,Undated (S0042),Undated,"[handwritten:]  
5293  
NYSTA  
History  
Proceedings  
Bound Volume  
1900-03  ",Text,,NYSTA History Proceedings Bound Volume 1900-03,NYS Teachers' Association Proceedings,S0042,https://raw.githubusercontent.com/zmuhls/csa/main/raw/scans/img/IMG_0663.jpeg
NYS Archives Local District Records,South-Kortright Roll - Page 1,1818,"Certainly! Below is a transcription of the handwritten document, adhering to the guidelines provided:  ---  At a meeting of the inhabitants or frecholders of School District No. 2 near School House in a District in [illegible] on the 18th day of November 1818.  [Note 1] That the Trustees shall have to hire who they please for a Teacher, give such wages as they think fit.  [Vote 2] The Trustees hire a Teacher for six months.  [Vote 3] That every man shall come in receipt from the Teacher or any m",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1810s,NYS Archives Series A4645,South-Kortright-Roll-13_page_1,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_1.txt
NYS Archives Local District Records,South-Kortright Roll - Page 10,1815,"1815  [unclear text at top, possibly ""Resolved""]  That not to interfere with the school After that the school teacher keep an accurate bill of bean and one room to train to teach he shall buy one board bearing him the teacher board where he needs him to be dollar shall be annexed to the bill such he shall receive to board at [unclear] per per that the annual [unclear] is [unclear] The teacher hereby is [unclear] Kenneth [unclear] [unclear]  [correction: Report of the proceed of [unclear] No. 2 t",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1810s,NYS Archives Series A4645,South-Kortright-Roll-13_page_10,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_10.txt
NYS Archives Local District Records,South-Kortright Roll - Page 11,,"Certainly! Below is a transcription of the handwritten document, adhering to the guidelines provided:  ---  **Transcription:**  [Top Section]  ...from the Commissioners of Common Schools. Since the last report is twenty-nine dollars more on account of the number of children taught in [?] school during this year, and the last school is nearly one that the whole time in school has been kept by an approved teacher is three months. [correction: one month] in two [?] and that the number of children r",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County,NYS Archives Series A4645,South-Kortright-Roll-13_page_11,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_11.txt
NYS Archives Local District Records,South-Kortright Roll - Page 12,1820,"Certainly! Below is a transcription of the handwritten document, adhering to the guidelines provided:  ---  **Transcription:**  Voted that the by laws remain as they were voted last year in the Report of the Trustees of School District No. 2 for the year 1820 April 10th.  We the Trustees of the P district report that a school has been kept during the years ending on the date of this report seven months and twenty two days and that the district is now in debt for three months and two days of the",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_12,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_12.txt
NYS Archives Local District Records,South-Kortright Roll - Page 13,1821,"Certainly! Below is a transcription of the handwritten document, adhering to the guidelines provided:  ---  **Thompson, June 2, 1821**  At a special meeting of the inhabitants and overseers of District No. 2, held at the school house in said district, it was  **[correction: noted]** that Joseph Darlin be moderator.  It was **[correction: noted]** that the money for teaching wages be collected by the collector for the present year.  It was **[correction: voted]** that the treasurer shall not coll",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_13,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_13.txt
NYS Archives Local District Records,South-Kortright Roll - Page 14,1822,"Certainly! Here is the transcription of the handwritten document, adhering to the guidelines provided:  ---  **Stamford, April 1822**  We the Trustees of School District No. 2 in [Town] in Conformity with the Act for the Support of Common Schools do certify and report that the Whole time since the year ending on the [date] and since the Date of the last report for this district is  [end that the time during the year and since the last report our school has been kept by an approved teacher duly a",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_14,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_14.txt
NYS Archives Local District Records,South-Kortright Roll - Page 15,1822,"Certainly! Here is the transcription of the handwritten document, adhering to the guidelines provided:  ---  **April 9, 1822**  At the Annual Meeting of the inhabitants of School District No. 2 held pursuant to [illegible], it was voted that George Bennett be Moderator. It was further voted that Kenneth H. King be Clerk. It was voted that James Stewart be First John Griffin & Jabez Burson be Trustees.  It was voted that Jabez O. First be Collector. It was voted that the Collector collect the Sch",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_15,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_15.txt
NYS Archives Local District Records,South-Kortright Roll - Page 16,1822,"Certainly! Below is a transcription of the handwritten document, adhering to the guidelines provided:  ---  **Report of the Trustees of School District No. 2 for the year 1822**  April 9th, 1823.  The Trustees of School District No. 2 do report that a school has been kept running for the year ending on the 8th of this month, or 18 months, and that the district is now in debt to Nancy Wilkinson for five weeks' schooling at one dollar per week, and that we need of the Commissioner in April left tw",Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_16,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_16.txt
NYS Archives Local District Records,South-Kortright Roll - Page 17,1823,April 8th 1823  The freemen of [illegible] inhabitant of School District No. [illegible] met at the School House in [illegible] on the annual meeting for the purpose of electing officers &c. [and] other business as concerned to District [illegible] that Kenneth McKenzi be Clerk [illegible] that Daniel B. Grant be Moderator [illegible] that Amos Griffin Abigail O[?]ers and Grace Bennett be Trustees for the ensuing year [illegible] that Bunian McDonal be Collector for the ensuing year [illegible],Text,Delaware County,Local School Records; NYS Archives Series A4645; Delaware County; 1820s,NYS Archives Series A4645,South-Kortright-Roll-13_page_17,https://raw.githubusercontent.com/zmuhls/csa/main/output/ocr/text/South-Kortright-Roll-13_page_17.txt
